waterbodyID,stationID,sampleID,sampleDate,analysisID,analysisDate,analystName,frozen,filtered,dilution,sampleTemperatureC,ChlaUGL,PhycoUGL,analysisRep,fluorometerType,photosAnalysis,commentAnalysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0007029L-01,WW183_O,2,10/15/2015,969,12/01/2015,Vuarnelle Urena,Yes,No,1:1,20.9,2.16,7,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0007029L-01,WW183_O,3,10/15/2015,970,12/01/2015,Vuarnelle Urena,Yes,No,1:1,20.8,1.91,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0007029L-01,WW183_N,1,10/15/2015,971,12/01/2015,Vuarnelle Urena,Yes,No,1:2,21.3,0.87,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0007029L-01,WW183_O,1,10/15/2015,972,12/01/2015,Vuarnelle Urena,Yes,No,1:2,21.1,1.04,8.5,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0007029L-01,WW183_O,2,10/15/2015,973,12/01/2015,Vuarnelle Urena,Yes,No,1:2,20.9,1.27,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0007029L-01,WW183_O,3,10/15/2015,974,12/01/2015,Vuarnelle Urena,Yes,No,1:2,20.8,0.92,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_N,1,08/01/2015,454,09/22/2015,Vuarnelle Urena,Yes,No,1:1,21.7,1.72,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_O,1,08/01/2015,455,09/22/2015,Vuarnelle Urena,Yes,No,1:1,21.6,2.34,16.71,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_O,2,08/01/2015,456,09/22/2015,Vuarnelle Urena,Yes,No,1:1,21.8,2.54,12.68,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_O,3,08/01/2015,457,09/22/2015,Vuarnelle Urena,Yes,No,1:1,21.8,2.24,10,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_N,1,08/01/2015,458,09/22/2015,Vuarnelle Urena,Yes,No,1:2,21.7,0.97,2.5,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_O,1,08/01/2015,459,09/22/2015,Vuarnelle Urena,Yes,No,1:2,21.6,1.09,7,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_O,2,08/01/2015,460,09/22/2015,Vuarnelle Urena,Yes,No,1:2,21.8,1.17,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_O,3,08/01/2015,461,09/22/2015,Vuarnelle Urena,Yes,No,1:2,21.8,1.14,11.34,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_N,1,08/29/2015,462,09/22/2015,Vuarnelle Urena,Yes,No,1:1,21.8,1.98,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_O,1,08/29/2015,463,09/22/2015,Vuarnelle Urena,Yes,No,1:1,21.8,1.89,18.05,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_O,2,08/29/2015,464,09/22/2015,Vuarnelle Urena,Yes,No,1:1,21.9,1.62,11.34,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_O,3,08/29/2015,465,09/22/2015,Vuarnelle Urena,Yes,No,1:1,22,1.42,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_N,1,08/29/2015,466,09/22/2015,Vuarnelle Urena,Yes,No,1:2,21.8,1.02,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_O,1,08/29/2015,467,09/22/2015,Vuarnelle Urena,Yes,No,1:2,21.8,0.9,10,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_O,2,08/29/2015,468,09/22/2015,Vuarnelle Urena,Yes,No,1:2,21.9,0.8,5.5,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_O,3,08/29/2015,469,09/22/2015,Vuarnelle Urena,Yes,No,1:2,22,0.55,5.5,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_N,1,09/09/2015,792,11/03/2015,Vuarnelle Urena,Yes,No,1:1,20.4,0.72,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_O,1,09/09/2015,793,11/03/2015,Vuarnelle Urena,Yes,No,1:1,20.2,1.17,14.02,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_O,2,09/09/2015,794,11/03/2015,Vuarnelle Urena,Yes,No,1:1,20.2,0.8,1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_O,3,09/09/2015,795,11/03/2015,Vuarnelle Urena,Yes,No,1:1,20.5,0.05,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_N,1,09/09/2015,796,11/03/2015,Vuarnelle Urena,Yes,No,1:2,20.4,0,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_O,1,09/09/2015,797,11/03/2015,Vuarnelle Urena,Yes,No,1:2,20.2,0.4,14.02,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_O,2,09/09/2015,798,11/03/2015,Vuarnelle Urena,Yes,No,1:2,20.2,0.1,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_O,3,09/09/2015,799,11/03/2015,Vuarnelle Urena,Yes,No,1:2,20.5,0,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_N,1,10/17/2015,596,10/17/2015,Vuarnelle Urena,No,No,1:1,9.2,1.84,12.68,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_O,1,10/17/2015,597,10/17/2015,Vuarnelle Urena,No,No,1:1,9.8,2.49,5.5,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_O,2,10/17/2015,598,10/17/2015,Vuarnelle Urena,No,No,1:1,9.6,2.36,5.5,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_O,3,10/17/2015,599,10/17/2015,Vuarnelle Urena,No,No,1:1,10.2,2.34,7,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_N,1,10/17/2015,600,10/17/2015,Vuarnelle Urena,No,No,1:2,9.2,0.87,4,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_O,1,10/17/2015,601,10/17/2015,Vuarnelle Urena,No,No,1:2,9.8,1.22,10,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_O,2,10/17/2015,602,10/17/2015,Vuarnelle Urena,No,No,1:2,9.6,1.07,8.5,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_O,3,10/17/2015,603,10/17/2015,Vuarnelle Urena,No,No,1:2,10.2,1.12,7,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_N,1,10/17/2015,975,12/01/2015,Vuarnelle Urena,Yes,No,1:1,21.4,2.16,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_O,1,10/17/2015,976,12/01/2015,Vuarnelle Urena,Yes,No,1:1,21.4,2.61,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_O,2,10/17/2015,977,12/01/2015,Vuarnelle Urena,Yes,No,1:1,21,2.26,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_O,3,10/17/2015,978,12/01/2015,Vuarnelle Urena,Yes,No,1:1,21.3,2.76,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_N,1,10/17/2015,979,12/01/2015,Vuarnelle Urena,Yes,No,1:2,21.4,1.17,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_O,1,10/17/2015,980,12/01/2015,Vuarnelle Urena,Yes,No,1:2,21.4,1.32,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_O,2,10/17/2015,981,12/01/2015,Vuarnelle Urena,Yes,No,1:2,21,0.55,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-01,WW200_O,3,10/17/2015,982,12/01/2015,Vuarnelle Urena,Yes,No,1:2,21.3,1.34,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_N,1,08/01/2015,432,09/18/2015,Vuarnelle Urena,Yes,No,1:1,2.31,2.93,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,1,08/01/2015,433,09/18/2015,Vuarnelle Urena,Yes,No,1:1,23.3,2.91,2.5,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,2,08/01/2015,434,09/18/2015,Vuarnelle Urena,Yes,No,1:1,23.3,3.08,10,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,3,08/01/2015,435,09/18/2015,Vuarnelle Urena,Yes,No,1:1,23.3,2.61,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_N,1,08/01/2015,436,09/18/2015,Vuarnelle Urena,Yes,No,1:2,2.31,1.29,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,1,08/01/2015,437,09/18/2015,Vuarnelle Urena,Yes,No,1:2,23.3,1.47,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,2,08/01/2015,438,09/18/2015,Vuarnelle Urena,Yes,No,1:2,23.3,1.67,11.43,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,3,08/01/2015,439,09/18/2015,Vuarnelle Urena,Yes,No,1:2,23.3,1.64,14.02,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,2,08/01/2015,440,09/18/2015,Vuarnelle Urena,Yes,No,1:4,23.3,,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,2,08/01/2015,441,09/18/2015,Vuarnelle Urena,Yes,No,1:4,23.3,,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,3,08/01/2015,442,09/18/2015,Vuarnelle Urena,Yes,No,1:4,23.3,0.55,20.74,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,3,08/01/2015,443,09/18/2015,Vuarnelle Urena,Yes,No,1:4,23.3,0.55,20.74,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,3,08/01/2015,444,09/18/2015,Vuarnelle Urena,Yes,No,1:8,23.3,0.22,8.5,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,3,08/01/2015,445,09/18/2015,Vuarnelle Urena,Yes,No,1:8,23.3,0.22,8.5,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_N,1,08/22/2015,470,09/22/2015,Vuarnelle Urena,Yes,No,1:1,21.9,2.83,66.41,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,1,08/22/2015,471,09/22/2015,Vuarnelle Urena,Yes,No,1:1,21.6,2.98,85.22,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,2,08/22/2015,472,09/22/2015,Vuarnelle Urena,Yes,No,1:1,21.7,2.91,62.38,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,3,08/22/2015,473,09/22/2015,Vuarnelle Urena,Yes,No,1:1,21.4,1.04,1.04,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_N,1,08/22/2015,474,09/22/2015,Vuarnelle Urena,Yes,No,1:2,21.9,1.49,43.58,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,1,08/22/2015,475,09/22/2015,Vuarnelle Urena,Yes,No,1:2,21.6,1.44,46.26,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,2,08/22/2015,476,09/22/2015,Vuarnelle Urena,Yes,No,1:2,21.7,1.42,34.17,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,3,08/22/2015,477,09/22/2015,Vuarnelle Urena,Yes,No,1:2,21.4,2.79,1.04,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_N,1,09/05/2015,800,11/03/2015,Vuarnelle Urena,Yes,No,1:1,20.9,2.01,22.08,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,1,09/05/2015,801,11/03/2015,Vuarnelle Urena,Yes,No,1:1,20.9,2.41,26.11,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,2,09/05/2015,802,11/03/2015,Vuarnelle Urena,Yes,No,1:1,21.5,2.14,5.5,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,3,09/05/2015,803,11/03/2015,Vuarnelle Urena,Yes,No,1:1,21.8,0.55,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_N,1,09/05/2015,804,11/03/2015,Vuarnelle Urena,Yes,No,1:2,20.9,0.57,20.74,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,1,09/05/2015,805,11/03/2015,Vuarnelle Urena,Yes,No,1:2,20.9,0.87,15.37,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,2,09/05/2015,806,11/03/2015,Vuarnelle Urena,Yes,No,1:2,21.5,0.52,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,3,09/05/2015,807,11/03/2015,Vuarnelle Urena,Yes,No,1:2,21.8,0,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,1,09/05/2015,808,11/03/2015,Vuarnelle Urena,Yes,No,1:4,20.9,0.7,11.34,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,1,09/05/2015,809,11/03/2015,Vuarnelle Urena,Yes,No,1:4,20.9,0.7,11.34,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,1,09/05/2015,810,11/03/2015,Vuarnelle Urena,Yes,No,1:8,20.9,0.07,5.5,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,1,09/05/2015,811,11/03/2015,Vuarnelle Urena,Yes,No,1:8,20.9,0.07,5.5,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_N,1,09/19/2015,446,09/19/2015,Vuarnelle Urena,No,No,1:1,20.3,3.13,20.74,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,1,09/19/2015,447,09/19/2015,Vuarnelle Urena,No,No,1:1,20.4,3.08,16.71,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,2,09/19/2015,448,09/19/2015,Vuarnelle Urena,No,No,1:1,20.3,20.3,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,3,09/19/2015,449,09/19/2015,Vuarnelle Urena,No,No,1:1,20.4,20.4,12.68,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_N,1,09/19/2015,450,09/19/2015,Vuarnelle Urena,No,No,1:2,20.3,1.67,19.4,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,1,09/19/2015,451,09/19/2015,Vuarnelle Urena,No,No,1:2,20.4,1.69,5.5,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,2,09/19/2015,452,09/19/2015,Vuarnelle Urena,No,No,1:2,20.3,1.64,1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,3,09/19/2015,453,09/19/2015,Vuarnelle Urena,No,No,1:2,20.4,1.44,10,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_N,1,09/19/2015,812,11/03/2015,Vuarnelle Urena,Yes,No,1:1,21.9,2.81,42.26,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,1,09/19/2015,813,11/03/2015,Vuarnelle Urena,Yes,No,1:1,21.8,2.74,24.77,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,2,09/19/2015,814,11/03/2015,Vuarnelle Urena,Yes,No,1:1,21.4,2.76,34.17,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,3,09/19/2015,815,11/03/2015,Vuarnelle Urena,Yes,No,1:1,21.6,2.49,2.5,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_N,1,09/19/2015,816,11/03/2015,Vuarnelle Urena,Yes,No,1:2,21.9,0.7,10,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,1,09/19/2015,817,11/03/2015,Vuarnelle Urena,Yes,No,1:2,21.8,1.37,12.68,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,2,09/19/2015,818,11/03/2015,Vuarnelle Urena,Yes,No,1:2,21.4,1.34,14.02,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,3,09/19/2015,819,11/03/2015,Vuarnelle Urena,Yes,No,1:2,21.6,1.19,8.5,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_N,1,10/17/2015,604,10/17/2015,Vuarnelle Urena,No,No,1:1,16.4,3.66,19.4,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,1,10/17/2015,605,10/17/2015,Vuarnelle Urena,No,No,1:1,16.4,2.61,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,2,10/17/2015,606,10/17/2015,Vuarnelle Urena,No,No,1:1,17.8,2.41,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,3,10/17/2015,607,10/17/2015,Vuarnelle Urena,No,No,1:1,16.7,3.26,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_N,1,10/17/2015,608,10/17/2015,Vuarnelle Urena,No,No,1:2,16.4,1.64,20.74,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,1,10/17/2015,609,10/17/2015,Vuarnelle Urena,No,No,1:2,16.4,1.42,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,2,10/17/2015,610,10/17/2015,Vuarnelle Urena,No,No,1:2,17.8,1.47,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,3,10/17/2015,611,10/17/2015,Vuarnelle Urena,No,No,1:2,16.7,1.22,1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_N,1,10/17/2015,983,12/01/2015,Vuarnelle Urena,Yes,No,1:1,21.3,2.76,4,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,1,10/17/2015,984,12/01/2015,Vuarnelle Urena,Yes,No,1:1,20.8,2.88,2.5,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,2,10/17/2015,985,12/01/2015,Vuarnelle Urena,Yes,No,1:1,21,1.39,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,3,10/17/2015,986,12/01/2015,Vuarnelle Urena,Yes,No,1:1,21.5,2.76,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_N,1,10/17/2015,987,12/01/2015,Vuarnelle Urena,Yes,No,1:2,21.3,1.54,1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,1,10/17/2015,988,12/01/2015,Vuarnelle Urena,Yes,No,1:2,20.8,1.39,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI0008039L-06,WW30_O,2,10/17/2015,989,12/01/2015,Vuarnelle Urena,Yes,No,1:2,21,0.72,0.1,Primary,Beagle,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
